main_class,sub_class,count
A61K,47/16,2
C07C,321/22,2
C07C,69/24,2
C09D,181/04,2
C25D,5/44,2
B05D,3/04,2
C09J,109/06,2
B23B,27/00,2
C10M,145/16,2
B29L,30/00,2
C07D,265/36,2
A23L,1/015,2
D04H,1/4218,2
H01G,4/32,2
C07C,269/02,2
C07D,413/10,2
A61F,13/537,2
C11D,1/65,2
A61C,5/70,2
B32B,21/04,2
B32B,21/14,2
B22F,7/04,2
D21H,19/00,2
C07K,14/245,2
C07D,487/22,2
C07F,9/00,2
H01L,31/0747,2
B27K,3/00,2
A47J,36/02,2
C07C,311/57,2
C08B,31/18,2
C09D,123/14,2
D01F,8/04,2
B29B,7/90,2
D01F,6/66,2
C03C,13/00,2
A61K,31/7032,2
D04H,1/42,2
B65D,1/16,2
H01M,8/1053,2
A61C,7/36,2
A63B,71/08,2
B29C,45/03,2
F16G,1/12,2
C10M,111/02,2
D06M,101/00,2
D06M,13/03,2
C08L,91/08,2
G02F,1/361,2
C07D,303/42,2
D21H,17/53,2
C08K,3/014,2
C07C,15/46,2
C10N,40/13,2
A61C,5/66,2
A23L,2/44,2
A62C,3/07,2
F21Y,115/30,2
C01B,32/194,2
C07C,323/20,2
C09J,7/25,2
C08F,218/10,2
A01K,67/027,2
B42D,25/324,2
C09J,7/24,2
G03G,15/16,2
C25D,13/00,2
A61K,31/4745,2
C08K,5/353,2
C07C,273/00,2
B62D,55/253,2
A61K,36/07,2
C09J,189/00,2
C09K,15/02,2
A23G,1/56,2
B29B,7/88,2
B29C,48/285,2
B29C,48/36,2
B29C,48/80,2
B29C,48/435,2
B29C,48/76,2
C09J,7/50,2
A61K,47/68,2
D06M,13/513,2
A61K,31/522,2
B29C,43/46,2
B44B,5/02,2
B44C,1/24,2
B29C,35/10,2
B29K,667/00,2
B29B,7/10,2
B29K,201/00,2
C08K,3/11,2
G01N,33/569,2
C07D,303/26,2
C07C,45/69,2
C09K,15/14,2
G01N,33/558,2
C08G,63/84,2
F25B,49/02,2
D06M,10/08,2
A61K,31/58,2
C08F,122/10,2
C07H,15/24,2
A61K,31/444,2
C07C,67/05,2
A23B,4/12,2
A23B,4/20,2
A61K,6/887,2
C08G,63/90,2
A61K,31/138,2
A61L,33/00,2
C09J,163/08,2
C07C,321/26,2
A23L,2/38,2
A01B,79/00,2
C07C,233/47,2
A61K,33/44,2
C12R,1/225,2
B32B,13/02,2
C08G,10/02,2
C11D,1/14,2
B33Y,50/00,2
C08G,63/86,2
C07F,15/04,2
B29C,59/14,2
B29C,45/56,2
B21D,51/26,2
B65D,85/84,2
C07C,5/367,2
C07C,15/04,2
A01N,25/20,2
C07C,45/83,2
B41N,1/14,2
C07C,5/11,2
D21H,17/69,2
C10M,155/04,2
C08F,216/36,2
C07C,31/10,2
C10M,129/00,2
F24F,13/02,2
A01N,43/78,2
C04B,35/52,2
C10M,117/02,2
F16C,19/00,2
A23L,1/0534,2
G03B,21/60,2
B29D,23/00,2
C08F,4/606,2
C07C,69/753,2
G01N,15/00,2
B29C,41/04,2
A01N,31/06,2
D21H,21/18,2
H01M,2/08,2
H04N,5/335,2
C07C,7/11,2
C09J,115/02,2
B01J,23/89,2
A61K,31/401,2
A23C,21/06,2
A23L,1/24,2
C09D,161/12,2
C11D,3/16,2
C08G,12/46,2
C08F,36/00,2
G03B,11/00,2
B65D,88/00,2
B65D,90/02,2
B29C,41/28,2
B60R,13/00,2
H01L,31/00,2
B62D,25/14,2
B41C,1/04,2
B41N,1/06,2
E06B,5/12,1
C01B,13/32,1
F25J,3/06,1
B01D,53/00,1
A23C,3/03,1
A23C,9/142,1
A23C,19/076,1
A23C,19/09,1
A23C,19/097,1
B24D,3/00,1
C25D,5/26,1
C09D,155/02,1
A61K,31/56,1
C07C,251/84,1
C01B,33/141,1
C08F,120/30,1
C08F,120/36,1
A61M,29/00,1
A61B,5/07,1
C08F,120/54,1
C08F,120/60,1
A63B,39/00,1
D04H,1/551,1
B01D,71/40,1
C08F,132/08,1
F16K,25/00,1
C07D,249/08,1
H01G,2/10,1
H01G,9/145,1
B65G,39/00,1
C09J,183/05,1
H01B,19/04,1
C07C,37/16,1
G06F,3/046,1
C08F,4/659,1
A23L,7/109,1
A23L,7/113,1
C08F,120/06,1
B65D,39/00,1
D06P,1/94,1
D06P,1/81,1
D06H,1/00,1
C10M,129/04,1
B01F,17/12,1
C04B,24/10,1
C09D,171/10,1
B01D,61/42,1
B29C,55/00,1
B29C,61/02,1
B01J,23/30,1
C07C,205/11,1
C07C,205/12,1
C07C,205/20,1
B32B,38/14,1
A63H,33/00,1
C07F,9/572,1
C08L,81/10,1
C07D,311/22,1
C07C,69/16,1
A41F,9/00,1
E04B,5/16,1
B65D,81/30,1
C07C,65/28,1
F16F,15/04,1
F16F,1/40,1
H01L,29/06,1
C07D,211/86,1
C07C,309/31,1
C08L,77/04,1
D06M,13/463,1
C11D,11/02,1
A61K,47/46,1
C14C,1/00,1
C14C,3/32,1
B01D,71/60,1
C08K,5/58,1
C07F,7/22,1
B61D,1/04,1
G11B,7/2535,1
H01Q,1/22,1
C07C,51/305,1
F16C,23/04,1
H01F,1/28,1
H01F,1/22,1
C09J,119/00,1
A63B,37/08,1
C07C,253/34,1
C07C,255/46,1
C07D,263/22,1
B22C,9/00,1
F01D,5/14,1
C08F,10/14,1
B01D,1/26,1
C10M,119/10,1
D06M,15/29,1
A41D,27/28,1
B01D,39/08,1
C12P,21/04,1
C40B,30/06,1
D01D,5/11,1
A23J,3/08,1
C07C,43/162,1
G01V,1/00,1
G01H,9/00,1
G01P,15/093,1
G01V,1/18,1
B65D,8/12,1
A01N,25/16,1
C07D,209/82,1
C07D,471/02,1
C09D,123/30,1
C07K,9/00,1
C07D,413/04,1
A61K,38/19,1
C07C,33/26,1
C07K,17/00,1
C10M,105/74,1
C07C,5/42,1
C07C,59/135,1
C08C,19/44,1
C07C,251/68,1
A61B,18/00,1
A61B,18/02,1
A61B,18/04,1
A61B,18/18,1
B32B,13/08,1
H01M,4/583,1
B23K,26/18,1
C01G,29/00,1
C12P,5/02,1
C12P,7/10,1
C23F,14/02,1
A01N,37/06,1
B29C,39/20,1
B29C,39/22,1
B60K,1/04,1
A23L,19/00,1
C07C,6/12,1
A61K,35/66,1
C07C,41/06,1
B29C,49/22,1
B29C,49/64,1
F16C,17/00,1
B22F,7/02,1
F02C,7/00,1
C12Q,1/527,1
A61K,9/30,1
H02B,13/055,1
G01N,1/00,1
H01J,37/00,1
G01N,15/02,1
C07K,5/06,1
H02S,20/30,1
F24J,2/52,1
G01N,33/38,1
G01N,21/88,1
C08G,2/26,1
G03C,1/74,1
C23C,22/62,1
C23C,22/12,1
C08G,79/025,1
A61M,5/50,1
B44F,1/08,1
G01N,31/00,1
G08B,1/00,1
A21D,2/16,1
A61N,1/36,1
C07C,29/74,1
C09B,29/033,1
C07C,39/06,1
G02C,11/04,1
A61M,21/00,1
C01B,13/20,1
H01L,41/083,1
D06M,11/09,1
C07C,29/88,1
D06M,15/33,1
D06M,15/295,1
D06M,15/657,1
D03D,11/00,1
A61K,36/488,1
C08C,19/08,1
C08F,8/46,1
A45D,31/00,1
C10L,1/233,1
C10L,10/12,1
B29C,55/20,1
C07C,41/34,1
C10M,135/04,1
A61K,38/30,1
C07D,277/00,1
C08F,222/32,1
G01N,25/02,1
D06M,15/333,1
B05D,1/30,1
A61L,15/07,1
F16L,9/133,1
C07F,9/90,1
B29C,44/60,1
D06M,15/572,1
C12N,1/02,1
G01N,1/04,1
B01J,20/34,1
C07C,37/045,1
A61P,9/06,1
A61P,23/02,1
C07D,333/60,1
C07C,251/56,1
C08F,255/08,1
C07C,29/94,1
C08B,15/05,1
C07C,43/205,1
C09D,143/00,1
C07C,217/32,1
E04F,13/08,1
B24D,3/20,1
C10M,105/00,1
C08G,77/32,1
C07C,45/32,1
C07C,45/35,1
C07C,45/65,1
C07C,45/75,1
C07C,51/25,1
C07C,47/22,1
C09J,177/08,1
C07C,409/08,1
C08J,9/224,1
C08F,222/16,1
A61K,31/722,1
H01B,9/04,1
A01N,65/08,1
C08F,216/00,1
C08F,226/00,1
C08F,230/00,1
B60R,13/06,1
C08F,120/00,1
C07C,51/353,1
C07C,51/347,1
C07C,219/12,1
A61F,2/848,1
A61F,2/89,1
G01N,1/40,1
C07C,41/18,1
D06H,5/00,1
A61K,36/75,1
A61K,36/12,1
A61K,36/19,1
A61K,36/232,1
A61K,36/44,1
A61K,36/487,1
A61K,36/539,1
A61K,36/605,1
H01M,8/0241,1
H01M,8/0293,1
A61C,11/00,1
A23K,10/00,1
A23L,7/00,1
A23L,9/00,1
A23L,21/00,1
A61K,31/409,1
A61L,15/12,1
A61L,15/14,1
B01L,3/02,1
C23C,18/12,1
E21D,9/00,1
E21D,11/00,1
C07C,33/18,1
F02M,37/10,1
C12N,11/04,1
C12N,9/96,1
C04B,35/628,1
C08G,75/30,1
G07F,5/02,1
A61K,51/02,1
G01N,27/36,1
C07C,243/38,1
C11D,7/22,1
C11D,17/08,1
H01L,21/3213,1
C10G,31/09,1
B01D,35/00,1
C08B,16/00,1
D21H,27/08,1
D21H,27/10,1
D06M,11/00,1
B01F,1/00,1
C07C,25/13,1
C07C,69/14,1
A47C,27/12,1
D04H,1/4258,1
D21H,17/07,1
F28F,3/00,1
C07F,1/02,1
C09D,165/04,1
B32B,25/10,1
C07D,233/48,1
B41C,1/02,1
C07C,45/85,1
A61K,36/889,1
G02B,7/22,1
A61K,31/375,1
C07C,211/62,1
C07D,233/61,1
E04H,9/02,1
B60J,5/00,1
B29C,44/14,1
C07K,5/068,1
C07K,5/09,1
C07K,5/11,1
A61K,31/7056,1
C07H,17/08,1
H01L,29/49,1
C07C,31/133,1
C12N,1/11,1
H01B,3/32,1
H01B,19/00,1
A62B,1/20,1
B63B,7/08,1
B03C,3/47,1
B03C,3/64,1
B60C,9/14,1
B42D,1/00,1
B42D,13/00,1
B42D,25/465,1
C07C,69/42,1
C07C,309/10,1
G01N,33/24,1
C04B,111/23,1
H01L,21/316,1
C10M,125/06,1
C10M,109/02,1
C25D,3/60,1
B29C,70/80,1
F03D,3/04,1
H01F,1/00,1
A61K,31/135,1
A61K,8/96,1
C07D,211/02,1
C07D,211/14,1
C02F,1/38,1
C02F,1/66,1
C02F,1/78,1
C12N,15/117,1
C12N,15/75,1
C08F,261/06,1
C08F,16/14,1
C08F,32/04,1
G01S,13/00,1
C07C,323/54,1
C07C,51/46,1
B22C,1/20,1
B24B,1/00,1
C03C,19/00,1
C07C,17/42,1
C07C,21/04,1
B43L,1/00,1
B43L,1/10,1
C07C,217/28,1
D06M,101/26,1
C09K,8/516,1
C07D,311/74,1
C23C,22/46,1
A61M,25/16,1
H01B,17/18,1
B05D,1/04,1
C07D,417/10,1
C08F,2/14,1
C07C,13/47,1
B29D,24/00,1
F01C,1/107,1
F04C,2/107,1
C23C,22/44,1
A61K,31/428,1
F02B,77/13,1
G01N,27/12,1
C10M,147/04,1
B65D,8/04,1
C07C,59/76,1
C21D,8/00,1
C09J,165/04,1
F24J,2/46,1
C07D,251/12,1
F16B,33/06,1
C07H,17/075,1
C08L,61/08,1
C09D,161/08,1
C07C,69/587,1
C07F,9/58,1
C07F,9/6558,1
C01B,33/42,1
C08F,20/24,1
C23C,4/04,1
B05B,11/00,1
D21H,19/10,1
F25D,11/00,1
H01M,12/08,1
B29C,61/00,1
C07C,1/213,1
C07C,1/22,1
C10M,107/30,1
H01B,13/24,1
D04H,1/4209,1
D04H,1/558,1
D04H,1/732,1
D04H,1/4334,1
D06M,13/252,1
C07C,317/12,1
C07C,43/29,1
C07C,43/275,1
A23K,10/40,1
C07C,211/04,1
C07F,7/24,1
E04F,13/07,1
C01B,32/30,1
C01B,32/342,1
C04B,111/74,1
B65D,77/06,1
B01D,11/02,1
B03D,1/10,1
H01G,11/78,1
C09K,8/84,1
D04H,1/559,1
A23G,9/32,1
A23G,9/44,1
A23G,9/52,1
C08F,12/32,1
F16L,59/147,1
C10M,105/02,1
A01L,9/00,1
A01L,15/00,1
C10M,105/44,1
A47C,27/00,1
A47C,7/34,1
B01D,53/047,1
C10L,10/08,1
A61K,33/08,1
A41D,13/11,1
A61K,9/02,1
C08K,7/12,1
H01M,10/48,1
H01M,2/04,1
H01M,2/36,1
C07D,209/56,1
C07D,303/32,1
H02K,3/48,1
C07C,233/05,1
A61K,36/062,1
C03C,17/38,1
B60J,1/10,1
C09J,199/00,1
C09J,183/02,1
B27N,3/04,1
A61P,37/08,1
H01Q,1/40,1
G03F,7/24,1
G06F,15/173,1
A46B,15/00,1
B01D,63/10,1
F04B,43/08,1
C07D,211/92,1
D21H,13/08,1
H01G,11/52,1
C09J,123/18,1
C07C,271/06,1
F26B,5/06,1
B41K,1/50,1
B41K,1/52,1
C07C,51/60,1
C07C,61/09,1
C07K,14/32,1
B23H,1/08,1
B23H,7/38,1
B23H,9/00,1
C07D,491/16,1
B01J,19/02,1
A61M,11/00,1
A61M,11/04,1
A61M,15/02,1
E03B,1/00,1
C10M,145/40,1
C07D,251/52,1
C07D,253/07,1
C07D,253/075,1
A61P,15/16,1
B27D,1/00,1
C23C,14/00,1
C09J,181/00,1
B32B,38/08,1
C07D,307/00,1
C07D,309/00,1
C07D,327/02,1
A01N,33/08,1
C07D,207/48,1
A61K,31/402,1
C09J,101/00,1
C09J,131/00,1
C08F,22/16,1
C07D,233/64,1
C23C,14/10,1
C01B,33/00,1
H01G,11/24,1
H01G,11/34,1
C04B,38/02,1
G03F,1/00,1
B01J,19/26,1
H01M,8/12,1
B65D,39/04,1
C23C,4/06,1
C23C,4/10,1
F01D,5/18,1
F01L,1/00,1
A61B,17/86,1
C07K,5/117,1
C02F,3/34,1
A61K,31/661,1
G02B,7/10,1
A61K,38/03,1
C09J,157/04,1
D06M,13/285,1
H01L,41/317,1
C08F,20/02,1
C09B,11/20,1
C07K,1/14,1
B01D,39/20,1
C07C,39/19,1
B01D,61/44,1
D06M,15/11,1
H01M,4/52,1
G01N,21/552,1
D21H,17/37,1
C01B,25/26,1
C01B,7/20,1
C01F,11/00,1
H01B,13/06,1
H05B,3/30,1
C10N,30/20,1
C08G,65/20,1
C07D,307/34,1
A61K,31/79,1
F28F,21/02,1
B32B,25/16,1
C08F,2/58,1
C08F,38/02,1
D21C,1/04,1
D21C,1/06,1
D21C,3/02,1
D21C,3/04,1
C04B,28/12,1
C04B,111/62,1
C04B,103/00,1
G02F,1/1368,1
C07C,309/64,1
H01L,33/26,1
C07D,219/00,1
C07C,49/00,1
F16B,39/22,1
C07D,209/10,1
C07D,221/04,1
C07D,207/20,1
C07C,309/63,1
C07C,29/48,1
C07C,29/50,1
B01J,10/00,1
A61K,31/365,1
D04H,3/011,1
D04H,3/016,1
D04H,3/018,1
D04H,3/11,1
C01D,1/40,1
C01D,3/16,1
C08L,57/10,1
C09B,62/008,1
B41J,2/14,1
B01D,65/10,1
F04B,35/00,1
F04C,2/12,1
F16C,3/06,1
F16C,11/04,1
F16D,69/00,1
F16J,1/01,1
F16N,15/00,1
B60R,22/24,1
C07F,9/547,1
B29C,53/56,1
D02G,3/40,1
A61K,31/23,1
B24B,37/24,1
B24B,37/26,1
C08F,216/02,1
D01F,9/24,1
F24F,1/08,1
A61K,31/34,1
F25B,21/00,1
C14B,1/00,1
B23Q,3/08,1
C01B,33/22,1
C07C,311/09,1
H01J,49/08,1
B22F,9/20,1
C08G,69/12,1
B64F,5/00,1
B64D,15/00,1
B02C,19/06,1
B24D,3/04,1
C07C,271/48,1
C07C,27/16,1
C07C,45/28,1
C07C,47/048,1
C07C,47/07,1
C07C,49/10,1
C10M,153/04,1
C09D,101/12,1
E21B,47/11,1
G02C,7/16,1
A61F,2/32,1
A61F,2/42,1
C07C,275/40,1
A61K,31/421,1
A61K,31/50,1
A61K,31/5375,1
C07D,215/48,1
C07D,217/02,1
C07D,217/22,1
C07D,217/24,1
C07D,239/86,1
C07D,239/88,1
C07D,263/24,1
A61F,2/50,1
C08F,6/04,1
C08F,6/12,1
C11D,7/54,1
D01F,6/64,1
D21H,13/20,1
D01H,5/18,1
G01N,21/62,1
C08F,16/02,1
B32B,37/16,1
H02N,11/00,1
H04R,19/02,1
B42D,25/373,1
B42D,25/455,1
B42D,25/46,1
A61C,5/82,1
H04R,25/00,1
C40B,20/00,1
G01N,35/02,1
C09D,101/28,1
E04C,2/10,1
A61C,5/80,1
C08F,283/14,1
H01F,3/08,1
C07C,51/54,1
C07C,53/00,1
C10M,127/00,1
C10M,127/02,1
B29K,101/00,1
C07C,59/52,1
C07C,59/54,1
C23C,18/44,1
C07D,295/10,1
C09B,35/02,1
C09B,31/14,1
E03B,7/00,1
C23F,1/18,1
F16B,19/04,1
H01M,10/60,1
H01M,10/659,1
C10M,129/70,1
C07D,209/14,1
B01J,23/04,1
B22C,3/00,1
B22C,9/10,1
B22D,17/20,1
C09K,19/46,1
E06B,5/20,1
D21H,17/20,1
B01F,3/00,1
B01F,5/00,1
F25B,31/02,1
F04C,29/00,1
A61L,2/24,1
D01D,5/18,1
F16L,55/128,1
F16L,55/18,1
F16L,55/38,1
A61K,31/734,1
C08B,37/02,1
C07C,39/10,1
C07D,307/33,1
C07C,279/00,1
B23C,3/00,1
B23C,5/10,1
C25B,3/02,1
C07C,211/59,1
B01J,38/54,1
C07D,303/24,1
B01J,35/02,1
A63B,53/10,1
A01K,87/00,1
G06K,19/10,1
G06K,19/14,1
G06K,19/18,1
G21K,5/08,1
H05H,6/00,1
C07C,249/02,1
C07C,251/08,1
D06M,15/70,1
C12M,1/33,1
A23L,27/16,1
B29C,44/58,1
F25D,23/02,1
H01L,23/485,1
H01L,21/98,1
D04H,3/08,1
C07C,15/20,1
B42D,25/40,1
B24B,37/00,1
B62D,21/15,1
C09D,123/12,1
C07D,285/16,1
A61K,38/43,1
A61K,38/38,1
C10M,145/20,1
C10M,149/18,1
C10M,149/20,1
C07K,5/00,1
D06M,14/18,1
H01B,7/288,1
A23C,9/14,1
C08B,31/04,1
B27N,3/28,1
H02K,3/493,1
C07D,497/14,1
C07D,517/14,1
H01L,21/368,1
C07C,43/02,1
C09K,15/34,1
H01B,17/14,1
C08L,29/08,1
B27N,3/18,1
B27N,3/24,1
A61M,16/04,1
A61M,16/08,1
A23L,35/00,1
A61K,31/336,1
C08L,61/26,1
C08G,6/02,1
C08F,234/02,1
C07C,45/79,1
C07C,7/00,1
A61C,13/107,1
C07F,9/141,1
C09K,17/52,1
F21K,9/64,1
F21K,9/232,1
F21V,29/506,1
H01L,25/075,1
F21V,19/00,1
B32B,23/22,1
F25D,5/02,1
G01D,15/00,1
A61K,31/5415,1
C08K,5/28,1
G02B,6/10,1
F28F,3/02,1
H01L,41/18,1
C07K,14/05,1
A61K,39/245,1
D04H,1/4234,1
C08G,69/38,1
B65H,75/00,1
C09K,15/12,1
C09K,15/28,1
C07C,69/83,1
C07C,235/12,1
C07C,317/44,1
C07C,39/18,1
C07C,63/64,1
B28B,1/30,1
C09K,13/08,1
B23K,1/20,1
C01B,35/14,1
B29D,30/08,1
A01N,37/46,1
A01N,47/16,1
A01N,65/44,1
A61K,35/644,1
C08F,18/22,1
C08F,22/34,1
C02F,101/34,1
C02F,101/38,1
D21H,19/44,1
D21H,21/52,1
D04H,3/037,1
B04B,5/00,1
B04B,7/12,1
B04B,7/02,1
B04B,7/00,1
F16K,15/04,1
E06B,9/02,1
E06B,3/28,1
E06B,3/54,1
H01B,13/22,1
B01F,17/24,1
C12N,9/00,1
A61K,9/66,1
C08F,291/06,1
C08K,5/5465,1
C08F,261/12,1
C07C,209/18,1
C07C,211/45,1
B01J,35/08,1
B29C,63/24,1
A61L,2/07,1
A61L,2/26,1
B01J,21/16,1
B41J,2/055,1
D21C,5/02,1
C01G,51/06,1
C01G,53/06,1
B29K,7/00,1
B29K,9/06,1
A23L,1/053,1
G02B,3/06,1
D01F,6/86,1
D06M,17/04,1
B02C,19/18,1
B02C,19/00,1
B29C,45/02,1
C05G,1/00,1
C07D,307/20,1
B60R,21/2346,1
B60R,21/213,1
G02B,5/10,1
C08G,73/04,1
A61B,17/02,1
A61B,17/064,1
C07D,451/02,1
C07C,59/60,1
C08B,11/02,1
A61K,31/21,1
C07C,203/04,1
C07C,229/42,1
C07C,233/63,1
C07C,317/18,1
C07D,209/28,1
C07D,211/90,1
C07D,213/80,1
C07D,223/22,1
E06B,3/26,1
C10N,60/12,1
C10M,105/76,1
C09B,67/04,1
C07C,49/17,1
C07C,49/172,1
C07C,49/175,1
C07C,49/245,1
C07C,49/255,1
C08F,291/18,1
A61M,25/00,1
C10M,115/06,1
D02G,3/36,1
C23G,1/12,1
C23G,1/22,1
H01C,17/06,1
A46B,5/00,1
A46B,9/00,1
A46B,9/04,1
A61M,25/088,1
C09B,31/00,1
E04D,13/03,1
A61K,31/407,1
D06N,3/18,1
C07C,217/46,1
C07D,295/02,1
C07D,295/023,1
C07D,317/08,1
C12P,19/44,1
B24B,13/005,1
C07D,295/205,1
A61M,39/02,1
A61M,39/16,1
G01N,27/62,1
C07D,251/00,1
A62C,2/06,1
F16L,5/04,1
C07C,251/80,1
A44C,21/00,1
C11D,7/44,1
C07C,263/00,1
A43B,23/24,1
A61K,31/542,1
C25D,9/02,1
C25D,21/18,1
A61L,9/014,1
D06N,7/04,1
E04B,1/92,1
A47G,21/18,1
A47G,19/22,1
C07D,303/40,1
C07D,303/46,1
A43B,13/32,1
A01K,61/00,1
A01K,75/00,1
A01P,15/00,1
E02B,1/00,1
C08F,10/06,1
C07D,239/42,1
C07J,75/00,1
A61K,33/30,1
A61B,17/56,1
C08K,5/45,1
A01N,37/26,1
A01N,33/18,1
A01N,33/22,1
A01N,37/40,1
A01N,37/48,1
A01N,39/04,1
A01N,41/06,1
A01N,43/70,1
A01N,43/84,1
C08L,81/08,1
H01R,13/00,1
C01B,17/02,1
C07B,35/00,1
B01J,37/34,1
C10M,145/02,1
C23C,22/28,1
C23C,22/42,1
A61M,5/142,1
C07D,333/78,1
A61B,5/06,1
H01G,9/08,1
H01G,9/15,1
C22C,38/34,1
C09J,177/10,1
B27K,7/00,1
B41M,5/20,1
A45D,29/00,1
A45D,29/18,1
C07C,209/74,1
C07C,211/52,1
C07C,233/43,1
A61K,31/203,1
A01G,9/02,1
A01G,1/00,1
C14C,1/06,1
A61K,31/11,1
E04B,1/80,1
B60Q,1/00,1
A61K,31/4706,1
G11B,7/242,1
G01N,33/553,1
C07D,301/32,1
C07C,235/42,1
C07K,1/06,1
C07D,487/08,1
C08F,14/20,1
C08F,14/22,1
C07D,207/408,1
C07C,69/716,1
G01P,3/44,1
G01N,11/14,1
B01D,53/64,1
B01D,53/83,1
C10L,9/10,1
C09D,7/04,1
A01N,27/00,1
D06P,3/30,1
A61K,36/8969,1
A61K,36/815,1
A61K,36/481,1
A61K,36/39,1
A61K,36/296,1
B01F,17/22,1
D06M,11/77,1
B60R,21/16,1
B01J,23/62,1
C07C,39/40,1
A61L,27/30,1
A61L,29/10,1
H01L,21/32,1
D04H,3/00,1
A23L,1/035,1
C08F,257/00,1
C07D,237/32,1
C07D,237/14,1
C07D,237/30,1
C07C,317/00,1
C07C,309/08,1
C07C,309/12,1
C07C,311/53,1
C07C,333/06,1
C07C,25/18,1
C07D,265/00,1
C07D,235/00,1
C12M,1/42,1
B23K,26/20,1
C25D,3/00,1
C25D,3/38,1
C25D,3/40,1
C25D,7/12,1
C09B,57/10,1
B41M,5/48,1
B29C,47/60,1
C07C,65/38,1
C07C,291/10,1
H01M,4/72,1
H01M,4/73,1
C10N,80/00,1
C07C,233/49,1
A23C,11/10,1
A23G,1/32,1
C09B,62/467,1
C09B,62/473,1
C09B,62/475,1
C09B,62/483,1
C09B,62/835,1
G09G,3/00,1
C08F,4/30,1
C08G,69/20,1
C07D,205/04,1
B29K,83/00,1
A23L,1/212,1
A01N,43/02,1
C12G,3/02,1
C12N,1/16,1
C12R,1/84,1
C07D,295/14,1
A61K,36/884,1
A61K,36/752,1
A61K,36/734,1
A61K,36/284,1
B01J,23/00,1
B60G,21/055,1
F16F,1/38,1
B44C,1/10,1
B29C,51/16,1
G11B,7/09,1
C08K,5/26,1
C09J,135/00,1
E21B,17/042,1
F16L,15/00,1
B23Q,11/10,1
C09B,43/12,1
C07C,57/34,1
C07C,57/72,1
C08F,12/00,1
G01N,33/547,1
C01G,30/00,1
B01J,2/08,1
C07C,69/66,1
B01J,27/125,1
B01J,27/138,1
B22C,11/00,1
C09B,63/00,1
C08C,1/07,1
C08G,8/32,1
C10M,133/36,1
C09J,185/00,1
C08F,20/44,1
C07F,9/20,1
C07F,9/26,1
A61K,31/683,1
D01F,8/18,1
A01N,25/32,1
A01N,47/44,1
B02C,4/10,1
H01F,10/16,1
C07D,233/96,1
C07D,307/92,1
C07D,335/08,1
C08F,214/28,1
C07C,233/07,1
A61N,1/375,1
H01B,17/34,1
A61L,9/00,1
A61B,17/132,1
A61B,5/02,1
C10N,40/10,1
C07C,51/43,1
C07C,55/08,1
C07C,55/21,1
C07C,57/13,1
C07C,57/15,1
C05D,9/02,1
C05G,3/02,1
A01N,47/14,1
C25B,1/04,1
C25B,1/26,1
C02F,1/461,1
D21H,19/36,1
E06B,3/663,1
E06B,3/677,1
A61L,24/10,1
D06M,11/80,1
C07D,311/26,1
B29C,33/10,1
C07C,263/18,1
C07C,41/58,1
C07C,49/213,1
C07C,235/14,1
C08K,13/08,1
C09D,113/00,1
C09D,115/00,1
H05K,3/36,1
B23K,35/02,1
B65D,83/06,1
C01B,33/025,1
C09K,11/59,1
C07K,1/13,1
C07F,9/06,1
B41N,3/00,1
C01B,7/01,1
G03G,5/04,1
C07C,219/20,1
A61K,31/4412,1
C07C,329/00,1
C07D,277/34,1
A61K,35/02,1
C07F,7/14,1
C07D,239/30,1
C07D,277/36,1
C10N,40/18,1
A42B,3/00,1
F16G,1/06,1
C25D,7/10,1
F16C,33/06,1
D06M,13/165,1
C12Q,1/58,1
C12M,1/24,1
C07K,14/50,1
D21H,21/00,1
D21H,19/62,1
H01B,7/14,1
H02G,3/08,1
H02G,3/22,1
H02G,15/013,1
D01F,6/80,1
C07D,317/20,1
G01N,30/92,1
B01D,53/26,1
A61K,36/71,1
A61K,36/534,1
A61K,36/53,1
C09D,105/08,1
C09D,189/00,1
C01G,23/047,1
C09D,123/20,1
C09D,123/22,1
C25D,5/14,1
C23C,18/32,1
A61C,13/113,1
B41L,23/00,1
B41F,23/00,1
B41J,21/14,1
C12N,9/22,1
C12N,11/06,1
A41C,3/14,1
B65D,5/66,1
B65D,33/20,1
B65D,85/10,1
A61M,39/22,1
F16K,27/06,1
F16K,11/085,1
C23C,2/12,1
C09J,131/02,1
B26D,7/18,1
C04B,24/06,1
B01D,37/00,1
F25B,1/053,1
C10B,47/00,1
C10B,53/00,1
C10G,9/00,1
C10G,11/00,1
C10J,3/00,1
C07F,5/04,1
C09D,137/00,1
A61K,36/84,1
C08J,11/02,1
G01S,17/93,1
C12M,1/32,1
C12P,21/02,1
B60P,7/06,1
B65D,63/00,1
B66C,1/14,1
D07B,7/00,1
F16G,11/14,1
C12R,1/89,1
G12B,17/02,1
A61K,8/43,1
C07C,395/00,1
B01D,53/42,1
A23L,29/231,1
G01N,27/04,1
G01N,27/06,1
C07D,311/58,1
C07D,239/38,1
C07D,249/12,1
C07D,491/20,1
A61K,31/51,1
C09D,5/28,1
B05D,5/02,1
E04C,2/06,1
E04C,5/01,1
E05F,11/38,1
H01L,41/053,1
H01L,41/09,1
H01L,41/113,1
B24B,37/14,1
B24B,37/27,1
B24B,37/34,1
C10L,1/28,1
G06T,7/40,1
A61B,5/103,1
A24D,1/02,1
G01N,25/60,1
C25C,1/14,1
B01D,57/02,1
B27K,3/12,1
